age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
23.0,50000.0,RENT,1.0,DEBTCONSOLIDATION,6000,10.99,0.12,N,3,51482.0
23.0,50000.0,RENT,7.0,PERSONAL,6000,10.74,0.12,N,3,51482.0
23.0,50000.0,RENT,7.0,MEDICAL,6000,13.49,0.12,N,2,51482.0
23.0,50000.0,RENT,2.0,DEBTCONSOLIDATION,6000,12.69,0.12,N,4,51482.0
23.0,50000.0,RENT,7.0,EDUCATION,6000,14.22,0.12,N,4,51482.0
23.0,50000.0,RENT,4.0,MEDICAL,6000,13.49,0.12,Y,4,51482.0
23.0,50000.0,MORTGAGE,2.0,PERSONAL,6000,6.62,0.12,N,2,51482.0
23.0,50000.0,RENT,7.0,DEBTCONSOLIDATION,6000,12.69,0.12,N,2,51482.0
23.0,50000.0,RENT,3.0,EDUCATION,6000,13.98,0.12,N,4,51482.0
23.0,50000.0,RENT,7.0,PERSONAL,6000,6.54,0.12,N,4,51482.0
22.0,50000.0,OWN,5.0,PERSONAL,3500,10.99,0.07,N,4,51487.0
22.0,50000.0,OWN,6.0,VENTURE,3500,11.49,0.07,N,3,51487.0
22.0,50000.0,RENT,1.0,VENTURE,3500,10.37,0.07,N,4,51487.0
22.0,50000.0,RENT,6.0,EDUCATION,3500,15.65,0.07,Y,4,51487.0
22.0,50000.0,MORTGAGE,6.0,PERSONAL,3500,9.99,0.07,N,3,51487.0
22.0,50000.0,RENT,6.0,EDUCATION,3500,11.49,0.07,N,2,51487.0
27.0,40000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,2500,9.99,0.06,N,6,51487.0
31.0,34000.0,RENT,0.0,MEDICAL,1200,9.91,0.04,N,10,51489.0
24.0,47928.0,RENT,1.0,MEDICAL,6000,13.47,0.13,N,4,51495.0
23.0,57000.0,MORTGAGE,3.0,EDUCATION,14000,5.79,0.24,N,4,51523.0
34.0,34000.0,RENT,5.0,DEBTCONSOLIDATION,6250,6.54,0.19,N,7,51523.0
29.0,39000.0,MORTGAGE,13.0,MEDICAL,5000,10.99,0.13,N,9,51529.0
29.0,39000.0,RENT,3.0,MEDICAL,5000,6.99,0.13,N,9,51529.0
27.0,45600.0,MORTGAGE,2.0,PERSONAL,10000,6.91,0.22,N,9,51533.0
25.0,49668.0,RENT,4.0,DEBTCONSOLIDATION,10525,7.9,0.21,N,4,51534.0
23.0,47004.0,RENT,1.0,MEDICAL,2500,14.35,0.05,N,2,51543.0
39.0,28500.0,RENT,3.0,PERSONAL,4000,7.68,0.14,N,13,51550.0
30.0,44000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,14400,10.74,0.3,N,7,51564.0
26.0,52000.0,OWN,3.0,EDUCATION,16000,13.98,0.31,Y,2,51567.0
26.0,52000.0,MORTGAGE,6.0,PERSONAL,16000,7.88,0.31,N,4,51567.0
36.0,35004.0,RENT,4.0,MEDICAL,11400,12.98,0.3,Y,13,51569.0
28.0,45000.0,MORTGAGE,10.0,VENTURE,11400,12.53,0.26,N,7,51570.0
24.0,55000.0,MORTGAGE,7.0,VENTURE,14400,7.14,0.25,N,2,51571.0
28.0,44000.0,RENT,4.0,MEDICAL,10000,10.71,0.23,N,7,51572.0
22.0,60000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,14400,7.51,0.24,N,4,51574.0
23.0,56000.0,MORTGAGE,4.0,EDUCATION,12800,10.75,0.22,N,3,51574.0
24.0,53000.0,RENT,0.0,MEDICAL,12000,9.99,0.23,N,4,51574.0
24.0,53000.0,RENT,8.0,HOMEIMPROVEMENT,12000,15.65,0.23,Y,3,51574.0
24.0,53000.0,RENT,4.0,HOMEIMPROVEMENT,12000,6.17,0.23,N,3,51574.0
24.0,53000.0,RENT,8.0,MEDICAL,12000,7.49,0.23,N,2,51574.0
32.0,36000.0,RENT,0.0,MEDICAL,6000,9.99,0.17,N,10,51575.0
32.0,36000.0,RENT,3.0,MEDICAL,6000,9.91,0.17,N,9,51575.0
29.0,40000.0,MORTGAGE,3.0,MEDICAL,6400,7.88,0.16,N,9,51577.0
22.0,56000.0,RENT,6.0,MEDICAL,10000,9.91,0.18,N,3,51578.0
22.0,56000.0,RENT,0.0,DEBTCONSOLIDATION,10000,6.62,0.18,N,2,51578.0
22.0,56000.0,RENT,6.0,EDUCATION,10000,8.9,0.18,N,2,51578.0
22.0,56000.0,RENT,6.0,PERSONAL,10000,13.35,0.18,N,3,51578.0
22.0,56000.0,MORTGAGE,5.0,EDUCATION,10000,7.51,0.18,N,4,51578.0
24.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,8400,14.72,0.17,Y,4,51578.0
24.0,50000.0,RENT,4.0,PERSONAL,8400,15.99,0.17,N,4,51578.0
24.0,50000.0,MORTGAGE,1.0,VENTURE,8400,7.49,0.17,N,2,51578.0
30.0,38000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,5400,7.9,0.14,N,8,51578.0
24.0,48000.0,MORTGAGE,8.0,MEDICAL,6000,13.49,0.13,N,4,51581.0
24.0,48000.0,RENT,1.0,VENTURE,6000,12.68,0.13,Y,3,51581.0
24.0,48000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,6000,12.84,0.13,Y,4,51581.0
24.0,48000.0,MORTGAGE,4.0,EDUCATION,6000,6.62,0.13,N,2,51581.0
24.0,48000.0,RENT,4.0,PERSONAL,6000,15.62,0.12,Y,3,51581.0
24.0,48000.0,RENT,0.0,EDUCATION,6000,10.33,0.13,N,2,51581.0
24.0,48000.0,MORTGAGE,0.0,EDUCATION,6000,9.63,0.13,N,4,51581.0
24.0,48000.0,RENT,4.0,EDUCATION,6000,7.29,0.13,N,3,51581.0
22.0,56004.0,RENT,5.0,DEBTCONSOLIDATION,10000,11.83,0.18,N,3,51582.0
22.0,56004.0,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,11.36,0.18,N,4,51582.0
22.0,52000.0,RENT,5.0,EDUCATION,5600,8.0,0.11,N,2,51584.0
30.0,36000.0,RENT,6.0,VENTURE,2400,9.91,0.07,N,10,51585.0
23.0,48000.0,MORTGAGE,7.0,VENTURE,3600,5.42,0.07,N,3,51586.0
23.0,48000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,3600,6.92,0.07,N,2,51586.0
26.0,42000.0,RENT,3.0,EDUCATION,3000,17.99,0.07,Y,3,51586.0
26.0,42000.0,RENT,5.0,VENTURE,3000,13.22,0.07,Y,2,51586.0
27.0,40000.0,OWN,1.0,PERSONAL,2400,11.36,0.06,N,5,51587.0
27.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,2400,8.9,0.06,N,9,51587.0
24.0,45000.0,RENT,2.0,VENTURE,2400,10.99,0.05,N,3,51588.0
24.0,45000.0,RENT,3.0,MEDICAL,2400,13.49,0.05,N,4,51588.0
26.0,42016.0,RENT,3.0,MEDICAL,3000,10.36,0.07,N,3,51607.0
25.0,42900.0,MORTGAGE,5.0,HOMEIMPROVEMENT,2000,6.91,0.05,N,2,51614.0
25.0,42900.0,MORTGAGE,7.0,EDUCATION,2000,7.66,0.05,N,2,51614.0
22.0,53500.0,RENT,6.0,MEDICAL,7200,7.9,0.13,N,3,51631.0
37.0,29000.0,RENT,4.0,MEDICAL,2000,11.99,0.07,N,12,51633.0
39.0,28800.0,RENT,6.0,PERSONAL,4500,10.59,0.16,N,14,51634.0
33.0,35000.0,RENT,4.0,MEDICAL,6075,13.49,0.17,N,10,51649.0
29.0,38400.0,MORTGAGE,2.0,VENTURE,4000,11.49,0.1,N,9,51662.0
29.0,38400.0,MORTGAGE,3.0,VENTURE,4000,10.91,0.11,N,9,51662.0
29.0,38400.0,RENT,0.0,DEBTCONSOLIDATION,4000,10.75,0.11,N,9,51662.0
33.0,38000.0,OWN,3.0,PERSONAL,11000,7.88,0.29,N,8,51665.0
22.0,57000.0,OWN,5.0,PERSONAL,11000,13.11,0.19,Y,3,51677.0
26.0,45000.0,RENT,0.0,MEDICAL,6800,13.49,0.15,N,2,51679.0
26.0,45000.0,RENT,2.0,MEDICAL,6800,6.62,0.15,N,4,51679.0
27.0,42000.0,RENT,2.0,PERSONAL,5000,13.92,0.12,N,9,51681.0
27.0,42000.0,OWN,4.0,HOMEIMPROVEMENT,5000,11.58,0.12,N,10,51681.0
27.0,42000.0,RENT,2.0,VENTURE,5000,6.99,0.12,N,6,51681.0
27.0,42000.0,RENT,4.0,DEBTCONSOLIDATION,5000,12.69,0.12,N,7,51681.0
27.0,42000.0,RENT,2.0,DEBTCONSOLIDATION,5000,13.23,0.12,N,5,51681.0
27.0,42000.0,OWN,0.0,VENTURE,5000,11.83,0.12,N,7,51681.0
27.0,42000.0,RENT,4.0,MEDICAL,5000,5.79,0.12,N,10,51681.0
27.0,42000.0,RENT,5.0,MEDICAL,5000,11.86,0.12,N,8,51681.0
27.0,42000.0,RENT,0.0,MEDICAL,5000,10.59,0.12,N,6,51681.0
27.0,42000.0,MORTGAGE,0.0,EDUCATION,5000,12.98,0.12,N,9,51681.0
22.0,53000.0,RENT,2.0,DEBTCONSOLIDATION,6600,13.99,0.12,N,2,51682.0
28.0,39500.0,RENT,0.0,MEDICAL,3600,11.99,0.09,N,9,51683.0
21.0,54000.0,RENT,5.0,VENTURE,5000,16.49,0.09,Y,4,51685.0
21.0,54000.0,RENT,4.0,PERSONAL,5000,7.94,0.09,N,2,51685.0
21.0,54000.0,MORTGAGE,5.0,PERSONAL,5000,5.79,0.09,N,3,51685.0
21.0,54000.0,MORTGAGE,5.0,PERSONAL,5000,9.99,0.09,N,4,51685.0
26.0,46700.0,RENT,7.0,HOMEIMPROVEMENT,9000,13.36,0.19,N,2,51685.0
23.0,48000.0,MORTGAGE,8.0,PERSONAL,3500,10.65,0.07,N,2,51686.0
23.0,48000.0,RENT,4.0,EDUCATION,3500,12.61,0.07,N,2,51686.0
23.0,48000.0,RENT,2.0,MEDICAL,3500,8.49,0.07,N,2,51686.0
23.0,48000.0,RENT,2.0,MEDICAL,3500,10.99,0.07,N,4,51686.0
24.0,45600.0,OWN,8.0,VENTURE,3000,7.66,0.07,N,4,51707.0
25.0,50000.0,MORTGAGE,1.0,MEDICAL,10750,10.75,0.21,N,3,51724.0
27.0,45000.0,RENT,2.0,VENTURE,9000,8.94,0.2,N,5,51724.0
27.0,45000.0,MORTGAGE,11.0,VENTURE,9000,11.49,0.2,N,8,51724.0
27.0,45000.0,MORTGAGE,6.0,MEDICAL,9000,5.42,0.2,N,8,51724.0
27.0,45000.0,RENT,11.0,DEBTCONSOLIDATION,9000,6.91,0.2,N,8,51724.0
27.0,45000.0,RENT,3.0,VENTURE,9000,6.62,0.2,N,10,51724.0
33.0,35000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,6.03,0.17,N,5,51724.0
33.0,35000.0,RENT,0.0,VENTURE,6000,11.86,0.17,N,8,51724.0
33.0,35000.0,RENT,3.0,MEDICAL,6000,11.99,0.17,N,10,51724.0
33.0,35000.0,RENT,17.0,VENTURE,6000,7.9,0.17,N,10,51724.0
33.0,35000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,7.9,0.17,N,6,51724.0
23.0,62400.0,MORTGAGE,7.0,VENTURE,20000,8.49,0.32,N,4,51727.0
25.0,47000.0,RENT,1.0,MEDICAL,7000,10.36,0.15,N,4,51729.0
21.0,55000.0,MORTGAGE,5.0,PERSONAL,6000,14.35,0.11,N,2,51734.0
21.0,55000.0,RENT,2.0,EDUCATION,6000,11.36,0.11,N,2,51734.0
21.0,55000.0,RENT,0.0,EDUCATION,6000,13.49,0.11,Y,4,51734.0
21.0,55000.0,OWN,5.0,VENTURE,6000,7.51,0.11,N,4,51734.0
22.0,51000.0,RENT,6.0,EDUCATION,4350,12.98,0.09,N,3,51735.0
28.0,38400.0,RENT,5.0,MEDICAL,2000,9.99,0.05,N,7,51747.0
22.0,58800.0,MORTGAGE,7.0,EDUCATION,12900,13.79,0.24,N,2,51755.0
25.0,44544.0,RENT,4.0,MEDICAL,3900,14.27,0.09,Y,3,51764.0
26.0,43680.0,MORTGAGE,5.0,VENTURE,5000,10.37,0.11,N,2,51766.0
29.0,44000.0,RENT,4.0,VENTURE,12000,7.29,0.27,N,5,51768.0
27.0,48000.0,RENT,5.0,VENTURE,13000,10.08,0.27,N,5,51769.0
22.0,50350.0,RENT,0.0,EDUCATION,3600,7.88,0.07,N,4,51772.0
23.0,58000.0,MORTGAGE,6.0,EDUCATION,14900,14.83,0.26,N,4,51772.0
24.0,54000.0,RENT,1.0,HOMEIMPROVEMENT,13000,10.65,0.24,N,3,51773.0
24.0,54000.0,RENT,2.0,VENTURE,13000,12.53,0.24,N,2,51773.0
22.0,58000.0,RENT,3.0,EDUCATION,12000,10.65,0.21,N,2,51776.0
26.0,46000.0,RENT,10.0,EDUCATION,8000,9.91,0.17,N,4,51777.0
28.0,42000.0,RENT,4.0,MEDICAL,7000,8.49,0.17,N,6,51777.0
35.0,32000.0,RENT,0.0,MEDICAL,4200,6.99,0.13,N,9,51777.0
21.0,60000.0,RENT,5.0,VENTURE,11200,14.22,0.19,N,4,51778.0
23.0,52000.0,MORTGAGE,2.0,VENTURE,8000,7.88,0.15,N,4,51779.0
23.0,52000.0,MORTGAGE,0.0,VENTURE,8000,7.49,0.15,N,3,51779.0
23.0,52000.0,RENT,1.0,PERSONAL,8000,5.42,0.15,N,3,51779.0
23.0,52000.0,RENT,7.0,MEDICAL,8000,7.51,0.15,N,3,51779.0
23.0,52000.0,MORTGAGE,7.0,MEDICAL,8000,10.62,0.15,N,2,51779.0
23.0,52000.0,RENT,3.0,EDUCATION,8000,6.62,0.15,N,4,51779.0
24.0,49000.0,RENT,2.0,MEDICAL,7000,9.63,0.14,N,2,51780.0
31.0,36000.0,OWN,1.0,MEDICAL,4000,11.86,0.11,N,5,51780.0
31.0,36000.0,RENT,0.0,DEBTCONSOLIDATION,4000,10.25,0.11,N,10,51780.0
22.0,53000.0,MORTGAGE,6.0,PERSONAL,6500,5.99,0.12,N,3,51782.0
28.0,40000.0,RENT,2.0,VENTURE,4200,6.76,0.1,N,7,51782.0
25.0,52650.0,MORTGAGE,2.0,VENTURE,14000,15.7,0.26,N,2,51783.0
22.0,50000.0,MORTGAGE,6.0,PERSONAL,3200,7.51,0.06,N,2,51788.0
22.0,48000.0,RENT,0.0,EDUCATION,1000,13.16,0.02,N,3,51793.0
22.0,48000.0,MORTGAGE,7.0,EDUCATION,1000,7.4,0.02,N,3,51793.0
22.0,48000.0,RENT,0.0,EDUCATION,1000,10.65,0.02,N,2,51793.0
22.0,48000.0,RENT,0.0,EDUCATION,1000,7.88,0.02,N,3,51793.0
22.0,48000.0,OWN,0.0,VENTURE,1000,13.98,0.03,Y,2,51793.0
41.0,35000.0,RENT,0.0,MEDICAL,5600,11.11,0.16,N,15,51793.0
29.0,45000.0,MORTGAGE,13.0,PERSONAL,13400,11.26,0.31,N,10,51816.0
25.0,53000.0,RENT,5.0,DEBTCONSOLIDATION,14400,8.9,0.27,N,4,51820.0
24.0,57720.0,MORTGAGE,8.0,DEBTCONSOLIDATION,17400,12.99,0.28,N,2,51832.0
23.0,62500.0,MORTGAGE,7.0,VENTURE,20000,10.25,0.32,N,3,51842.0
33.0,37500.0,MORTGAGE,1.0,PERSONAL,10000,9.32,0.27,N,10,51842.0
22.0,60000.0,RENT,5.0,EDUCATION,14125,12.42,0.24,N,2,51849.0
36.0,33000.0,RENT,2.0,VENTURE,7500,13.92,0.22,Y,14,51869.0
33.0,36000.0,RENT,1.0,PERSONAL,7500,9.32,0.21,N,5,51871.0
31.0,38000.0,RENT,3.0,VENTURE,7000,13.49,0.19,N,6,51874.0
32.0,37440.0,RENT,3.0,MEDICAL,8000,10.37,0.21,N,10,51875.0
24.0,47412.0,MORTGAGE,8.0,VENTURE,5000,12.84,0.11,N,2,51877.0
26.0,45000.0,MORTGAGE,10.0,MEDICAL,6600,7.88,0.14,N,2,51879.0
22.0,54000.0,MORTGAGE,7.0,VENTURE,7500,11.36,0.14,N,3,51881.0
22.0,54000.0,MORTGAGE,6.0,VENTURE,7500,8.32,0.14,N,4,51881.0
27.0,42000.0,RENT,1.0,PERSONAL,4800,12.73,0.11,Y,9,51881.0
22.0,53000.0,MORTGAGE,6.0,EDUCATION,6400,7.29,0.12,N,4,51882.0
23.0,50000.0,OWN,0.0,DEBTCONSOLIDATION,5600,14.96,0.11,N,3,51883.0
22.0,49000.0,OWN,6.0,EDUCATION,2000,6.39,0.04,N,2,51890.0
23.0,52108.0,MORTGAGE,5.0,EDUCATION,8000,12.99,0.15,Y,3,51904.0
43.0,36000.0,MORTGAGE,5.0,VENTURE,10000,13.49,0.28,Y,11,51911.0
23.0,55000.0,RENT,5.0,DEBTCONSOLIDATION,11300,10.38,0.21,N,3,51926.0
27.0,49600.0,RENT,12.0,EDUCATION,15000,11.48,0.3,N,7,51927.0
21.0,59000.0,MORTGAGE,5.0,PERSONAL,10000,9.32,0.17,N,4,51929.0
26.0,42264.0,RENT,1.0,DEBTCONSOLIDATION,3000,12.53,0.07,N,4,51929.0
26.0,49600.0,RENT,7.0,MEDICAL,12500,6.54,0.25,N,2,51951.0
22.0,52700.0,MORTGAGE,2.0,EDUCATION,6000,7.4,0.11,N,3,51953.0
28.0,50000.0,MORTGAGE,0.0,PERSONAL,18000,9.88,0.36,N,9,51962.0
28.0,50000.0,OWN,12.0,HOMEIMPROVEMENT,18000,14.65,0.04,N,10,51962.0
31.0,39996.0,RENT,3.0,EDUCATION,10000,14.42,0.25,N,5,51963.0
31.0,39996.0,RENT,2.0,VENTURE,10000,10.99,0.25,N,7,51963.0
23.0,49548.0,RENT,3.0,PERSONAL,5000,7.14,0.1,N,2,51964.0
22.0,70000.0,MORTGAGE,6.0,PERSONAL,25000,13.49,0.36,Y,4,51965.0
22.0,70000.0,MORTGAGE,6.0,VENTURE,25000,11.48,0.36,N,2,51965.0
22.0,70000.0,MORTGAGE,6.0,VENTURE,25000,17.19,0.31,N,2,51965.0
22.0,70000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,25000,10.99,0.36,N,2,51965.0
32.0,40000.0,MORTGAGE,16.0,HOMEIMPROVEMENT,12000,7.51,0.3,N,6,51965.0
24.0,60000.0,MORTGAGE,5.0,VENTURE,20000,7.88,0.33,N,4,51966.0
24.0,60000.0,MORTGAGE,8.0,PERSONAL,20000,7.49,0.33,N,3,51966.0
24.0,60000.0,MORTGAGE,8.0,PERSONAL,20000,7.9,0.33,N,2,51966.0
24.0,60000.0,OWN,3.0,VENTURE,20000,10.74,0.33,N,3,51966.0
24.0,60000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,20000,6.54,0.33,N,3,51966.0
24.0,60000.0,RENT,3.0,HOMEIMPROVEMENT,20000,11.12,0.33,N,2,51966.0
24.0,60000.0,MORTGAGE,7.0,PERSONAL,20000,10.99,0.33,N,3,51966.0
24.0,60000.0,MORTGAGE,3.0,EDUCATION,20000,11.36,0.33,N,2,51966.0
30.0,42000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,11000,7.51,0.27,N,5,51969.0
31.0,40000.0,RENT,2.0,MEDICAL,10000,8.49,0.25,N,9,51969.0
31.0,40000.0,RENT,4.0,MEDICAL,10000,11.83,0.25,N,9,51969.0
31.0,40000.0,RENT,5.0,MEDICAL,10000,11.99,0.25,N,9,51969.0
31.0,40000.0,RENT,5.0,DEBTCONSOLIDATION,10000,11.36,0.25,N,9,51969.0
39.0,30000.0,OWN,0.0,VENTURE,6500,8.49,0.22,N,15,51969.0
23.0,60000.0,MORTGAGE,0.0,PERSONAL,17000,10.25,0.28,N,3,51970.0
23.0,60000.0,RENT,7.0,EDUCATION,17000,11.71,0.29,N,4,51970.0
23.0,60000.0,RENT,7.0,EDUCATION,17000,11.99,0.28,N,3,51970.0
26.0,50000.0,RENT,0.0,VENTURE,13000,7.88,0.26,N,3,51970.0
28.0,45000.0,RENT,1.0,DEBTCONSOLIDATION,11000,12.69,0.25,N,10,51971.0
24.0,55000.0,MORTGAGE,8.0,VENTURE,14000,7.9,0.25,N,3,51972.0
29.0,39996.0,RENT,4.0,MEDICAL,6000,6.92,0.15,N,7,51972.0
28.0,44000.0,RENT,12.0,MEDICAL,9600,15.96,0.21,N,9,51973.0
30.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,8000,14.35,0.2,N,6,51973.0
30.0,40000.0,RENT,5.0,DEBTCONSOLIDATION,8000,11.71,0.2,N,7,51973.0
38.0,30000.0,RENT,1.0,PERSONAL,5000,13.49,0.17,N,16,51973.0
38.0,30000.0,RENT,4.0,EDUCATION,5000,9.63,0.17,N,15,51973.0
22.0,60000.0,RENT,2.0,EDUCATION,14000,14.27,0.23,N,4,51974.0
22.0,60000.0,MORTGAGE,6.0,EDUCATION,14000,8.0,0.23,N,4,51974.0
22.0,60000.0,OWN,6.0,MEDICAL,14000,6.03,0.23,N,3,51974.0
22.0,60000.0,RENT,2.0,EDUCATION,14000,12.69,0.23,N,4,51974.0
22.0,60000.0,RENT,3.0,EDUCATION,14000,10.37,0.23,N,3,51974.0
22.0,60000.0,RENT,6.0,EDUCATION,14000,6.17,0.23,N,3,51974.0
22.0,60000.0,MORTGAGE,6.0,EDUCATION,14000,7.51,0.23,N,3,51974.0
22.0,60000.0,OWN,6.0,EDUCATION,14000,14.27,0.23,Y,2,51974.0
22.0,60000.0,RENT,2.0,MEDICAL,14000,10.65,0.25,N,4,51974.0
22.0,60000.0,RENT,5.0,MEDICAL,14000,11.14,0.23,N,3,51974.0
22.0,60000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,14000,10.99,0.23,N,3,51974.0
22.0,60000.0,RENT,2.0,EDUCATION,14000,11.89,0.23,N,3,51974.0
22.0,60000.0,MORTGAGE,6.0,VENTURE,14000,7.51,0.23,N,4,51974.0
22.0,60000.0,RENT,6.0,PERSONAL,14000,11.14,0.23,N,4,51974.0
32.0,36000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,5600,7.51,0.16,N,10,51976.0
25.0,48000.0,RENT,1.0,MEDICAL,8000,12.61,0.17,Y,4,51978.0
25.0,48000.0,RENT,2.0,DEBTCONSOLIDATION,8000,7.51,0.17,N,3,51978.0
25.0,48000.0,RENT,3.0,MEDICAL,8000,7.88,0.17,N,2,51978.0
25.0,48000.0,MORTGAGE,2.0,VENTURE,8000,15.57,0.17,N,4,51978.0
25.0,48000.0,RENT,2.0,MEDICAL,8000,9.91,0.17,N,4,51978.0
25.0,48000.0,OWN,4.0,VENTURE,8000,7.14,0.17,N,3,51978.0
25.0,48000.0,RENT,8.0,EDUCATION,8000,10.62,0.17,N,3,51978.0
29.0,40000.0,RENT,13.0,MEDICAL,6000,10.25,0.15,N,7,51978.0
29.0,40000.0,MORTGAGE,5.0,PERSONAL,6000,7.88,0.15,N,9,51978.0
29.0,40000.0,RENT,1.0,MEDICAL,6000,14.17,0.15,N,8,51978.0
29.0,40000.0,RENT,4.0,VENTURE,6000,12.42,0.15,N,9,51978.0
29.0,40000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,6000,7.14,0.15,N,6,51978.0
29.0,40000.0,RENT,2.0,EDUCATION,6000,13.49,0.15,N,6,51978.0
29.0,40000.0,RENT,5.0,MEDICAL,6000,7.88,0.15,N,5,51978.0
29.0,40000.0,RENT,2.0,DEBTCONSOLIDATION,6000,8.9,0.15,N,10,51978.0
29.0,40000.0,MORTGAGE,13.0,DEBTCONSOLIDATION,6000,5.79,0.15,N,8,51978.0
29.0,40000.0,MORTGAGE,0.0,EDUCATION,6000,16.77,0.15,N,5,51978.0
24.0,50000.0,MORTGAGE,8.0,VENTURE,8000,11.12,0.16,N,4,51979.0
24.0,50000.0,MORTGAGE,8.0,VENTURE,8000,6.76,0.16,N,2,51979.0
24.0,50000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,8000,13.06,0.16,N,3,51979.0
24.0,50000.0,RENT,9.0,DEBTCONSOLIDATION,8000,13.99,0.16,N,4,51979.0
24.0,50000.0,MORTGAGE,3.0,VENTURE,8000,13.06,0.16,N,4,51979.0
24.0,50000.0,RENT,4.0,VENTURE,8000,15.95,0.16,Y,3,51979.0
24.0,50000.0,RENT,1.0,MEDICAL,8000,12.23,0.16,Y,3,51979.0
24.0,50000.0,RENT,8.0,HOMEIMPROVEMENT,8000,6.62,0.16,N,4,51979.0
24.0,50000.0,RENT,4.0,PERSONAL,8000,10.71,0.16,N,2,51979.0
24.0,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,13.79,0.16,N,4,51979.0
24.0,50000.0,RENT,6.0,MEDICAL,8000,7.51,0.16,N,4,51979.0
24.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,8000,7.49,0.16,N,4,51979.0
24.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,8000,13.49,0.16,N,2,51979.0
24.0,50000.0,MORTGAGE,5.0,MEDICAL,8000,8.49,0.16,N,3,51979.0
24.0,50000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,8000,7.14,0.16,N,2,51979.0
24.0,50000.0,MORTGAGE,2.0,VENTURE,8000,8.94,0.16,N,4,51979.0
24.0,50000.0,RENT,5.0,VENTURE,8000,5.42,0.16,N,4,51979.0
24.0,50000.0,RENT,5.0,EDUCATION,8000,12.42,0.16,N,4,51979.0
24.0,50000.0,RENT,8.0,VENTURE,8000,10.37,0.16,N,3,51979.0
24.0,50000.0,RENT,8.0,VENTURE,8000,6.62,0.16,N,2,51979.0
24.0,50000.0,RENT,4.0,HOMEIMPROVEMENT,8000,10.59,0.16,N,3,51979.0
24.0,50000.0,MORTGAGE,1.0,PERSONAL,8000,9.88,0.16,N,3,51979.0
24.0,50000.0,RENT,1.0,VENTURE,8000,10.99,0.16,N,3,51979.0
24.0,50000.0,MORTGAGE,8.0,MEDICAL,8000,10.62,0.16,N,4,51979.0
24.0,50000.0,OWN,8.0,PERSONAL,8000,13.61,0.16,N,4,51979.0
24.0,50000.0,RENT,1.0,HOMEIMPROVEMENT,8000,13.98,0.16,Y,2,51979.0
24.0,50000.0,MORTGAGE,4.0,MEDICAL,8000,7.9,0.16,N,2,51979.0
24.0,50000.0,RENT,0.0,PERSONAL,8000,9.63,0.16,N,2,51979.0
24.0,50000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,8000,7.9,0.16,N,3,51979.0
24.0,50000.0,MORTGAGE,5.0,MEDICAL,8000,12.21,0.16,N,4,51979.0
24.0,50000.0,MORTGAGE,5.0,VENTURE,8000,7.49,0.16,N,4,51979.0
24.0,50000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,8000,12.18,0.16,N,2,51979.0
24.0,50000.0,RENT,4.0,EDUCATION,8000,16.49,0.16,N,3,51979.0
24.0,50000.0,RENT,0.0,DEBTCONSOLIDATION,8000,10.36,0.16,N,2,51979.0
24.0,50000.0,MORTGAGE,4.0,PERSONAL,8000,15.65,0.16,N,3,51979.0
26.0,45000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,6500,7.51,0.14,N,3,51979.0
26.0,45000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,6500,7.9,0.14,N,3,51979.0
26.0,45000.0,RENT,1.0,MEDICAL,6500,10.74,0.14,N,2,51979.0
30.0,38000.0,RENT,5.0,VENTURE,5000,8.0,0.13,N,9,51979.0
22.0,55000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,8500,5.79,0.15,N,2,51980.0
32.0,35000.0,RENT,2.0,PERSONAL,4000,6.17,0.11,N,6,51980.0
24.0,48000.0,RENT,6.0,MEDICAL,5600,7.29,0.12,N,2,51982.0
25.0,45600.0,RENT,2.0,VENTURE,5000,10.0,0.11,N,2,51982.0
